token,lisa
abandon,0.00481357939184897
aberration,0.004620409562029481
ability,-0.007074933622380264
able,0.002251105453489881
abovementioned,0.007397005401352128
absence,0.007502823303421217
absolute,0.0803986366033283
absolutely,0.010285308447555937
abstraction,0.22604226148643886
abundance,-0.0008911252817416022
academy,0.028215856740462633
acceleration,0.13258726805001372
accept,-0.00694582293610367
accessible,0.018049027924843544
accomplish,0.0071313249348691375
accord,0.01931293420508191
accordance,0.006391942667390161
accordingly,-0.02221038531036396
account,0.0102824060356463
accurately,-0.001572173171628397
accustom,0.0027078726162304174
accustomed,0.024439738977983665
achieve,-0.006545231111806311
acquire,0.17706137022335838
acquires,-1.8595909769044328e-08
action,0.8746987870453864
activity,-2.4355158566769608e-05
actual,0.05861686479550958
acute,0.0037454247338975844
adapt,0.007893015953570085
add,0.023061297447961114
addition,0.004871298291131009
address,0.3250297778882591
adduce,0.004990674844203343
adjacent,0.022905962705712903
adjoin,0.014589853566898733
admirably,0.005232306839108105
admit,-0.007233718971358775
admittedly,0.020880385189428113
advance,0.006600606114689474
advocate,0.013542582421348578
aeterni,0.0086662911298614
affirmation,0.03181519475816746
afford,0.10076589931126537
affords,-0.0012657255499669154
age,0.017558373934530535
agitate,-0.002264801251640957
agree,-0.03003072645205678
agreement,0.019843435582305054
aim,0.2580129451477591
air,0.015978714420794578
allow,0.022962369062491758
almost,-0.0040828716195021285
alone,-0.02931000063674792
along,-0.0055296824556100846
alongside,0.2951703290052093
already,0.01876192600242033
also,0.06735321161593201
alters,0.0059043624343565314
although,0.03987402724819365
always,0.034329724031686146
ambiguity,-0.009805770459598165
amenable,0.011907700913373473
among,0.010442037194496845
analogous,0.19938624437155356
ancient,0.005510031123942831
another,0.2719616783465011
answer,0.12776930249830692
anxious,-0.013923943428605857
anything,0.009521060153636473
anywhere,0.1193065072693224
apparently,0.015661610929875548
appear,-0.044507260543089934
appertaining,-0.00552515490453791
apply,0.0533724258624723
approach,-0.016990276612548788
appropriate,0.022545821282997976
approximately,0.0576257907694495
approximates,-0.0010526599445851688
aptly,0.00800896917593058
arbitrarily,-0.0011138206935430645
argument,0.017352849536031226
around,0.04316035805643281
arrangement,-0.004344712095913548
arrive,-0.038766652530858654
ascribe,0.02190390673553753
ask,0.048278815166734164
aspect,-0.01764873956639006
assert,-0.007580153823635502
assertion,0.02715927320847757
assign,-0.03264895584474549
assigns,0.009695814004403095
associate,0.018518045845132114
assume,0.0541963738164214
assumption,0.02948081317173738
astronomer,0.002918828312174353
astronomical,-0.0034782104036765542
astronomy,0.0005052024738558526
asymmetry,0.023060833483375544
atom,-0.014618486739643777
attach,0.0003983478573547123
attain,0.010211937650300642
attempt,0.019199570647942713
attention,-0.012565334901669818
attraction,0.038114263817995736
average,0.014262260862387693
avoid,-0.012970258977054623
away,0.18915056627799295
axiom,0.43473608283229465
axiomatic,0.4067877631381107
axiomatics,0.11695159423430747
axioms,0.12096020709483035
back,-0.0014495313520268883
barrier,0.009477490582236172
base,0.00017790218982181773
bear,0.013245230213630953
bearer,0.020156559882615964
become,0.017455423932202688
behave,0.06999965271397166
behaviour,0.020141092711141017
behind,0.01487173010383964
believe,-0.004166242856620944
belong,-0.021735245591523424
berlin,0.0016243453132626009
beside,0.023416147184088826
besides,-0.0061791814062558915
better,0.008903619945521192
beyond,0.0015277834212221756
big,0.07094677022031445
bind,0.0033223154202170315
body,0.20218416233408348
boggles,0.0023591177308793926
book,0.02536928954654075
bound,0.33121774850725655
boundaries,0.019424800007396843
boundary,0.05382333903229304
branch,-0.010820879616550247
break,-0.013185214842962744
briefly,0.01721111575606996
bring,0.09618289933818717
brought,0.000249766241199251
calculate,0.015520701518842502
calculated,0.01287216358630859
call,0.2562994030996235
capable,-0.0016194314354035415
capitulate,0.32019136353821726
cardboard,0.09021281654461613
career,-0.001576900671834116
careful,-0.005410769862377457
carefully,-0.0011168567587759328
carry,0.22134523740761997
case,0.3972442399228724
causal,-0.012652403472022152
causally,0.008537483173100192
cause,-0.004838273920557017
century,0.010760098014135536
certain,0.08509898937099546
certainly,-0.02260079137363205
change,0.022483693242639276
character,0.021063081337296043
characterise,0.012186283050552957
characteristic,-0.03770134505206711
characterize,0.001842278199594558
charge,0.02247757848185513
chemical,-0.006433321831228067
choose,-0.002084223358482133
circle,0.09667795151273634
clarify,0.027344202791957727
class,-0.0005652923657301978
clear,-0.01774904415831844
clearness,0.012172106272930631
clock,-0.021645361653463088
close,0.009415648922665476
clumsy,0.014916668624024581
coincide,-0.002779351618816574
collaboration,0.01001852772259163
collapse,0.0013951267028175448
combination,-0.0009638483909720227
combustion,0.05510340657624278
come,0.28102101962265585
common,0.005173534017442221
communication,0.0856685598971137
compare,0.02018391442719593
comparison,-0.013571463919128748
compel,0.0015989621504431811
complete,0.008934159342390096
completely,0.012179824457963076
complicate,0.00398673898704032
compose,0.0017177567572598848
composed,-8.208969452306366e-05
composite,0.006574592244582224
comprehend,-0.004496648336016365
comprehension,0.0006671567116046953
comprise,-0.008894499930393915
conceivability,-0.011757330227206346
conceivable,-0.02068011201519747
conceive,-0.0015378061913894506
concentrate,-0.015045164788732983
concept,0.05741931805429509
conception,0.002190408048160138
conceptual,0.09431314780899516
conceptually,0.015198130379906565
concern,0.0010004459067194697
concerned,0.01966236729331522
conclusion,0.029381685806061292
conclusive,0.002295931848476918
condensation,0.00529857491350521
condition,0.022517218315739804
confer,-0.014848454453972742
confidence,-0.006933492273864484
configuration,0.12151685072806448
configurative,0.005528927649856718
confine,0.005177112744404046
confirm,0.02386383178417611
conflict,0.025830885978043963
conformation,-0.011140643735428921
confront,-0.004059592503116677
connect,0.1262530932423283
connection,0.0002481168222485783
conscious,0.02690741806178803
consequence,0.08799075845938772
consequently,-0.0014187444834771626
consider,-0.00041935292791471165
consideration,0.1613202426495185
consist,0.0403185745982178
constant,-0.01219199966845659
constantly,0.010551983306797998
constitute,0.01683008686442359
constitution,0.01262981352487754
construction,0.2762461249713328
contact,0.15961085596752567
contain,-0.0029942188462448427
contains,-0.015330603503949956
contemplate,-0.0018103804730938762
contemporary,0.007426407396722377
content,0.06002020809717763
continuum,0.0680838714347583
contraction,0.007059526869194828
contradiction,0.010260012350994871
contradictory,0.00748538137897278
contrast,-0.0164379134476305
control,0.0033866413004572165
convention,0.010453201384790708
conventional,-0.0008772194824249743
conversely,-0.003923934227138742
convey,0.008914543267561
conviction,0.015742129601739038
convince,0.010036376446630227
convinced,0.016423745975910904
coordinate,0.0053126495748921625
coordination,0.0034514981127856106
corporeal,0.010733395500518042
correspond,-0.015289412225097053
correspondence,0.0038380278142820185
cosmic,0.06377013597987782
could,0.08898406547624452
course,0.0115833263918522
covariant,0.023792974283227384
creation,0.006901880833880428
creature,0.02280345183361131
cry,0.012342856392881357
cube,0.05586258771681968
customary,0.0028055787692508076
daily,0.03422898524370024
danger,0.024088766314082643
debatable,0.010252196268888744
decide,0.024063712505174452
decidedly,-0.006097011393047122
decisive,-0.0034826503603698797
deduce,0.00239800807485143
defect,0.00639699816637953
define,0.056706336998230356
definite,-0.004430523776733162
definitely,-0.01949845462639597
definition,0.03878218375091424
deformation,0.012553372005735733
deliver,0.2871425419993659
demonstrates,0.0005898172452038758
denote,0.015369384971335144
density,0.18749291905127238
deny,0.021278235801387255
depart,0.05339385466439319
department,0.01814010644204293
departs,-0.013707329942770937
departure,-0.014757651079886549
depend,-0.0020868796458374536
depress,0.008126588450903374
deprive,-0.009126121931908813
depth,0.23062056973881243
derive,0.23174130936675552
describe,0.04758098437584715
desire,0.02762430651324237
destroyed,-0.014955883859957667
detect,0.05619569433097569
determine,0.00765699607342785
determined,0.0006561627052234844
determines,0.014611661881207471
development,0.034854986066436805
deviation,0.09950103758407537
devoid,-0.002014119351941114
devote,0.17370652079267465
diametrically,0.010156713910315574
differ,0.006717395749562505
difference,0.005627403569968078
different,0.004436046668821411
differential,0.012242070869980467
differing,0.00623977259094394
differs,0.013911446163864112
difficult,0.2215284110908426
difficulty,0.1974189991192367
dimension,0.18508815888154684
diminish,0.0015492836124624454
direction,-0.011958834856788988
directly,-0.00020869997663779677
disc,1.9331276938703876
discomfort,0.029606028263539877
discover,0.005702032385486894
discs,0.1928863572917236
dispels,0.005664352641546064
dispose,-0.0021997298628301967
disposition,-0.09376995575917622
disregarding,0.0002903075918810185
distance,0.513353755419679
distant,0.028931405464020593
distinguish,0.012916115765595591
distribute,0.007351621132951
distribution,0.029435167690971945
doctrine,0.0060828693001229684
domain,-0.004964842717212445
downright,-0.013694697996792087
draw,0.015386410143195394
dualism,0.02036388592840351
dynamic,-0.004835469188580373
e,0.6187727056657247
earth,-0.022161192642924078
easily,-0.008805553650025093
edifice,0.00797707063902292
effect,0.1302997594888388
effort,0.03884814457246449
eg,0.0754640341928002
either,0.0052506468626982205
elaborate,0.013306195087988196
elastic,0.016780243283763
electric,0.061863530838238576
electrical,0.0390930380964751
electricity,0.06952058379700513
electrodynamical,0.02078066725198621
electromagnetic,0.9868178767016302
element,0.017941463545590546
elementary,-0.024494716449061083
elliptical,0.28654278745080564
else,-0.008868325142885096
employ,0.010658034188652589
empty,-0.037439293323284405
enable,-0.005974301549507824
enclose,0.012918806755226504
endeavour,0.005923474447261843
endow,0.009484308026882472
endures,0.018885428604175757
energy,0.05753582195995827
enigma,0.014802069065915075
enjoy,0.01488006967480561
enormously,0.019323733985253423
enough,0.004028351052258549
enter,0.0002233510570181066
entertain,-0.014857735471037772
entirely,-0.002417645893261452
entity,0.036364222309977656
environment,0.11422292124052999
envisage,-0.009441244773643923
envisaged,0.015182564275459741
envy,0.009258348530446983
epistemological,-0.020009568641405007
epistemologically,0.007323965735388
epistemology,0.05495989698266458
epoch,0.005870476480188877
equal,0.03193343513105188
equation,0.1718083600768696
equivalence,0.052437724086844426
equivalent,0.0034541913142977845
escape,-0.0006352086368543418
especially,0.005905868995143193
essence,-0.008025960693399834
essential,-0.006941151125846113
essentially,0.007508780026279338
establish,-0.011058142792046158
esteem,0.021320884126313243
estimate,0.0413945985709779
etc,0.04447866960974753
ether,2.492764033464272
euclid,0.0030380212253009456
euclidean,0.8781694733125387
even,0.05708202115628277
event,-0.006255031217962807
ever,0.08108069223445988
every,5.977625287284863e-05
everyday,0.33850515005284926
everywhere,-0.03432020365051494
evident,0.016971649536759538
evidently,-0.015369744343365042
evoke,0.020520852932602147
exact,0.029221133016582863
exactitude,0.010753390949038783
exactly,0.05704604134033548
examination,0.01566403180722193
examine,0.0071245064250255695
example,-0.03423790173694957
exceedingly,-0.012918051495840483
except,-0.003393387061202577
exclusively,0.0035396678028416935
exist,-0.0015360772916983567
existence,0.24420099890850952
expand,-0.003512505924005294
experience,0.3534039839144792
experiment,0.08397581816083785
experimental,0.0005717332445880265
explanation,0.18374177010170895
