,token,lisa
0,sidelight,0.371795953951858
1,relativity,0.28752873485963193
2,ether,0.3203064875064717
3,theory,0.24975694352532393
4,relativity,0.2730689341672651
5,address,0.3039759646699817
6,deliver,0.2871425419993659
7,may,0.28822156421542877
8,th,0.2995553987701327
9,university,0.3171749348435246
10,leyden,0.3274350364441772
11,come,0.2772885935936265
12,alongside,0.2951703290052093
13,idea,0.22887406992506343
14,ponderable,0.17964043367113464
15,matter,0.21308932365943176
16,derive,0.23174130936675552
17,abstraction,0.23477747255047934
18,everyday,0.2488857443854743
19,life,0.25564142883094515
20,physicist,0.2538480636662401
21,set,0.2114098580411743
22,idea,0.19901739887669237
23,existence,0.20862680652701537
24,another,0.19782313735184567
25,kind,0.18370312100811362
26,matter,0.1785125261571554
27,ether,0.20946049759035473
28,explanation,0.18374177010170895
29,probably,0.1987285348294094
30,seek,0.2003632700967076
31,phenomenon,0.17644609847035894
32,give,0.175451569361315
33,rise,0.19610849116911203
34,theory,0.1479591974302924
35,action,0.21794622480538145
36,distance,0.19358214013656042
37,property,0.1605063774804886
38,light,0.17968407690788868
39,lead,0.1941197371561977
40,undulatory,0.1461532409987699
41,theory,0.13460790059880504
42,let,0.1454546352873728
43,u,0.1818073896743743
44,devote,0.17370652079267465
45,little,0.1769277941752044
46,consideration,0.13574499372024512
47,two,0.1337708852829214
48,subject,0.12180379573743
49,outside,0.13617996925698356
50,physic,0.14010896921308597
51,know,0.1321258403130347
52,nothing,0.14000792313398733
53,action,0.16226114311948855
54,distance,0.1362610811136959
55,try,0.12713509633178224
56,connect,0.1274337865652549
57,effect,0.12030950613406434
58,experience,0.12804609654510135
59,natural,0.11467898394635108
60,object,0.08258083290214822
61,afford,0.10076589931126537
62,u,0.11643333874550443
63,seem,0.08941645836692429
64,first,0.0977311074428105
65,mutual,0.10902268613564252
66,action,0.13511554406909201
67,immediate,0.11020969345334633
68,contact,0.10811666306911374
69,eg,0.08181109488912716
70,communication,0.0856685598971137
71,motion,0.07929291330056114
72,impact,0.09562285810252164
73,push,0.09438610951349845
74,pull,0.09074935939619706
75,heat,0.07562177899095357
76,induce,0.05718665970757471
77,combustion,0.05510340657624278
78,mean,0.0490942329829977
79,flame,0.06626707645002744
80,etc,0.03632339172224378
81,true,0.0469605145824006
82,even,0.04207692849650589
83,everyday,0.06562898762709594
84,experience,0.07251605466065278
85,weight,0.03364461251406259
86,sense,0.040597656344862156
87,action,0.07893150147706181
88,distance,0.049973672116285235
89,play,0.04921398694856527
90,important,0.029970159364355896
91,part,0.026239721494233943
92,since,0.022093836396505657
93,daily,0.03422898524370024
94,experience,0.048320981004362405
95,weight,0.006294874564401802
96,body,0.005770506074075163
97,meet,0.01973816986628756
98,u,0.0022813345415008987
99,something,0.026877420209505457
100,constant,-0.004606798806526438
101,something,0.025564481030082194
102,link,0.007015753316720806
103,variable,-0.036634105167190685
104,time,0.0179701652549682
105,place,0.025632362145049152
106,everyday,0.023990418040279016
107,life,0.034340719297531956
108,speculate,0.010757652588109507
109,gravity,0.001661138837715352
110,therefore,-0.008807892485581406
111,become,0.012239116603580296
112,conscious,0.02690741806178803
113,character,0.014590906174441897
114,action,0.05528113450117696
115,distance,0.02922861323581288
116,newton,0.008869893778652965
117,theory,-0.016667056959540526
118,gravitation,-0.015089096615475965
119,first,-0.0008198834147685348
120,assign,-0.02114485370850294
121,gravity,0.0034572905229088846
122,interpret,-0.005678207209655475
123,action,0.05666181593372624
124,distance,0.028280970569172982
125,proceeding,0.009203283506797123
126,mass,0.0031511472963106227
127,newton,0.007344237861052783
128,theory,-0.009351774701668744
129,probably,0.02232570018952537
130,great,0.015603577637206384
131,stride,0.021949346703280435
132,ever,0.02347853267461389
133,make,0.015686481123996173
134,effort,0.03884814457246449
135,towards,0.03308803588080555
136,causal,-0.012652403472022152
137,nexus,0.007088312680514842
138,natural,0.0056282746296483395
139,phenomenon,0.007517190379340265
140,yet,0.014032648473094128
141,theory,-0.010809465053321908
142,evoke,0.020520852932602147
143,lively,0.02842060227230142
144,sense,0.012043519888605001
145,discomfort,0.029606028263539877
146,among,0.010442037194496845
147,newton,0.01317602012943709
148,contemporary,0.007426407396722377
149,seem,0.012836565674571197
150,conflict,0.030159720178432905
151,principle,-0.01446766492571361
152,spring,0.013652042631072423
153,rest,0.010949089765207042
154,experience,0.03160682451524311
155,reciprocal,-0.01081146002232096
156,action,0.04568631525797934
157,contact,0.0342274797900277
158,immediate,0.027445061594999744
159,action,0.04468612597870351
160,distance,0.01947104332386309
161,reluctance,0.016395496654237816
162,man,0.013724139326129838
163,desire,0.02762430651324237
164,knowledge,0.005581647723832125
165,endures,0.018885428604175757
166,dualism,-0.0027265770398240134
167,kind,0.009519482832731298
168,unity,0.015878827650166787
169,preserve,0.011968591998356504
170,comprehension,0.0006671567116046953
171,force,0.03639351492423093
172,nature,0.027984512938344145
173,either,-0.0026934450539325165
174,try,0.010805588145886528
175,look,0.005323756973545025
176,upon,0.00983360935626083
177,contact,0.02563387073729233
178,force,0.03211495180215686
179,distant,0.015057890748042804
180,force,0.03241978231691458
181,admittedly,0.020880385189428113
182,observable,-0.014530929330465629
183,small,-0.002129807577592362
184,road,0.007140066663105321
185,newton,0.011808820278318971
186,follower,0.013447689844840717
187,entirely,0.010323368764039791
188,spell,0.00865878946934861
189,doctrine,0.0060828693001229684
190,mostly,0.017737766410057393
191,prefer,0.005783700225414324
192,take,0.005159604801792291
193,assume,-0.0110494142554516
194,newtonian,-0.009040112281052037
195,action,0.031706394071713224
196,distance,0.01107228768052435
197,apparently,0.015661610929875548
198,immediate,0.013204152118257904
199,action,0.03170933612595335
200,distance,0.011982336114510122
201,truth,0.008949568013761764
202,convey,0.008914543267561
203,medium,0.018200976447415456
204,permeate,0.01886393247390942
205,space,-0.013275077539453421
206,whether,0.0061282227065685545
207,movement,0.024888537142481796
208,elastic,0.0018330253172271535
209,deformation,-0.0019040089568845614
210,medium,0.01941471017599355
211,thus,0.0017046414372261362
212,endeavour,0.014011413400702867
