input_file,n_groups,chunk_size,nmi,pk,pk_rdm,wd,wd_rdm
corpora/clinical_pp/cl000_pp_wostw.txt,15,186,0.8016939181353853,0.4304722149752152361074876076,0.5482650665275241325332637621,1,1
corpora/clinical_pp/cl001_pp_wostw.txt,6,186,0.6044076009094413,0.4162780839338702840186519712,0.6290801186943620178041543027,0.4624841034336583298007630352,1
corpora/clinical_pp/cl002_pp_wostw.txt,5,186,0.28582972198235557,0.7202160932613022462325845891,0.7202160932613022462325845891,1,1
corpora/clinical_pp/cl003_pp_wostw.txt,6,186,0.6527657157386436,0.3311688311688311688311688312,0.6233766233766233766233766234,0.5178571428571428571428571429,1
corpora/clinical_pp/cl004_pp_wostw.txt,6,186,0.6419779227051835,0.5802069857697283311772315653,0.6138421733505821474773609314,1,1
corpora/clinical_pp/cl005_pp_wostw.txt,4,186,0.553471264428298,0.4219948849104859335038363171,0.6368286445012787723785166240,0.7071611253196930946291560102,1
corpora/clinical_pp/cl006_pp_wostw.txt,3,186,0.12860300093383892,0.8266348773841961852861035422,0.8801089918256130790190735695,1,1
corpora/clinical_pp/cl007_pp_wostw.txt,4,186,0.23970148136881134,0.6927710843373493975903614458,0.6927710843373493975903614458,0.8599397590361445783132530120,1
corpora/clinical_pp/cl008_pp_wostw.txt,4,186,0.3212300492855142,0.5451770451770451770451770452,0.7051282051282051282051282051,0.8315018315018315018315018315,1
corpora/clinical_pp/cl009_pp_wostw.txt,4,186,0.6616311867875656,0.3390119250425894378194207836,0.6609880749574105621805792164,0.3390119250425894378194207836,1
corpora/clinical_pp/cl010_pp_wostw.txt,4,186,0.5340933402732009,0.5923344947735191637630662021,0.5853658536585365853658536585,0.6527293844367015098722415796,1
corpora/clinical_pp/cl011_pp_wostw.txt,4,186,0.3066615746337418,0.6993865030674846625766871166,0.6553262688232013385387618516,1,1
corpora/clinical_pp/cl012_pp_wostw.txt,4,186,0.41284487877984194,0.6565074135090609555189456343,0.6894563426688632619439868204,0.7998352553542009884678747941,1
corpora/clinical_pp/cl013_pp_wostw.txt,4,186,0.2486032607705047,0.4636803874092009685230024213,0.7348668280871670702179176755,0.5266343825665859564164648910,1
corpora/clinical_pp/cl014_pp_wostw.txt,4,186,0.6922203430303526,0.2599277978339350180505415162,0.6805054151624548736462093863,0.2599277978339350180505415162,1
corpora/clinical_pp/cl015_pp_wostw.txt,4,186,0.3602429953508512,0.5904669260700389105058365759,0.6284046692607003891050583658,0.8706225680933852140077821012,1
corpora/clinical_pp/cl016_pp_wostw.txt,4,186,0.43728838189131275,0.7254901960784313725490196078,0.7058823529411764705882352941,0.7254901960784313725490196078,1
corpora/clinical_pp/cl017_pp_wostw.txt,4,186,0.6629096761837585,0.4284304047384007897334649556,0.5720631786771964461994076999,1,1
corpora/clinical_pp/cl018_pp_wostw.txt,4,186,0.4615559200689357,0.5277372262773722627737226277,0.5708029197080291970802919708,0.7773722627737226277372262774,1
corpora/clinical_pp/cl019_pp_wostw.txt,4,186,0.7089026157893376,0.3252032520325203252032520325,0.6626016260162601626016260163,0.3252032520325203252032520325,1
corpora/clinical_pp/cl020_pp_wostw.txt,4,186,0.49203001594150303,0.4937931034482758620689655172,0.6965517241379310344827586207,0.5668965517241379310344827586,1
corpora/clinical_pp/cl021_pp_wostw.txt,4,186,0.5789369155953882,0.4427994616419919246298788694,0.6816958277254374158815612382,0.7281292059219380888290713324,1
corpora/clinical_pp/cl022_pp_wostw.txt,4,186,0.5012406780585849,0.6540035067212156633547632963,0.6838106370543541788427819988,0.8585622443015780245470485096,1
corpora/clinical_pp/cl023_pp_wostw.txt,4,186,0.6192580625612055,0.4234234234234234234234234234,0.5720720720720720720720720721,0.4234234234234234234234234234,1
corpora/clinical_pp/cl024_pp_wostw.txt,4,186,0.6197589674083344,0.5349397590361445783132530120,0.6253012048192771084337349398,0.5349397590361445783132530120,1
corpora/clinical_pp/cl025_pp_wostw.txt,4,186,0.31752250933156145,0.7668918918918918918918918919,0.7668918918918918918918918919,1,1
corpora/clinical_pp/cl026_pp_wostw.txt,4,186,0.5663325592631272,0.5548245614035087719298245614,0.6842105263157894736842105263,0.8640350877192982456140350877,1
corpora/clinical_pp/cl027_pp_wostw.txt,4,186,0.37378705563128045,0.2990797546012269938650306748,0.6457055214723926380368098160,0.6242331288343558282208588957,1
