file,n_token,n_type,n_sent,n_groups,mean_seq_len,mean_seq_sent_len
100_pp_wostw.txt,2208,1141,38,9,220.8,3.8
101_pp_wostw.txt,638,432,12,7,91.14285714285714,1.7142857142857142
102_pp_wostw.txt,632,383,21,8,79.0,2.625
103_pp_wostw.txt,1446,856,35,11,120.5,2.9166666666666665
104_pp_wostw.txt,424,303,10,7,60.57142857142857,1.4285714285714286
105_pp_wostw.txt,2732,1411,52,9,303.55555555555554,5.777777777777778
106_pp_wostw.txt,162,134,4,2,81.0,2.0
107_pp_wostw.txt,120,85,4,3,40.0,1.3333333333333333
108_pp_wostw.txt,172,116,8,4,43.0,2.0
109_pp_wostw.txt,359,242,13,3,119.66666666666667,4.333333333333333
10_pp_wostw.txt,778,467,25,8,97.25,3.125
110_pp_wostw.txt,223,146,9,4,55.75,2.25
111_pp_wostw.txt,71,60,2,2,35.5,1.0
112_pp_wostw.txt,118,94,5,1,118.0,5.0
113_pp_wostw.txt,185,133,8,4,46.25,2.0
114_pp_wostw.txt,123,88,5,3,41.0,1.6666666666666667
115_pp_wostw.txt,2049,1096,67,9,227.66666666666666,7.444444444444445
116_pp_wostw.txt,577,376,14,8,72.125,1.75
117_pp_wostw.txt,2027,1066,36,10,202.7,3.6
118_pp_wostw.txt,722,468,16,8,90.25,2.0
11_pp_wostw.txt,479,319,11,8,59.875,1.375
12_pp_wostw.txt,213,144,7,4,53.25,1.75
13_pp_wostw.txt,929,575,20,7,132.71428571428572,2.857142857142857
14_pp_wostw.txt,208,156,6,3,69.33333333333333,2.0
15_pp_wostw.txt,2182,1115,45,10,218.2,4.5
16_pp_wostw.txt,2224,1050,65,11,185.33333333333334,5.416666666666667
17_pp_wostw.txt,1449,829,23,9,161.0,2.5555555555555554
18_pp_wostw.txt,1007,624,24,9,111.88888888888889,2.6666666666666665
19_pp_wostw.txt,816,520,24,11,74.18181818181819,2.1818181818181817
1_pp_wostw.txt,797,504,18,9,88.55555555555556,2.0
20_pp_wostw.txt,883,525,20,8,110.375,2.5
21_pp_wostw.txt,1068,615,19,8,133.5,2.375
22_pp_wostw.txt,444,274,13,6,74.0,2.1666666666666665
23_pp_wostw.txt,442,306,13,8,55.25,1.625
24_pp_wostw.txt,795,482,16,7,113.57142857142857,2.2857142857142856
25_pp_wostw.txt,411,286,12,8,51.375,1.5
26_pp_wostw.txt,200,148,5,2,100.0,2.5
27_pp_wostw.txt,904,561,20,10,90.4,2.0
28_pp_wostw.txt,508,322,8,7,72.57142857142857,1.1428571428571428
29_pp_wostw.txt,316,205,10,7,45.142857142857146,1.4285714285714286
2_pp_wostw.txt,1465,868,32,8,183.125,4.0
30_pp_wostw.txt,1193,712,24,6,198.83333333333334,4.0
31_pp_wostw.txt,572,353,19,6,95.33333333333333,3.1666666666666665
32_pp_wostw.txt,301,199,5,4,75.25,1.25
33_pp_wostw.txt,2978,1531,55,12,248.16666666666666,4.583333333333333
34_pp_wostw.txt,968,607,18,6,161.33333333333334,3.0
35_pp_wostw.txt,706,450,20,8,88.25,2.5
36_pp_wostw.txt,781,458,28,11,71.0,2.5454545454545454
37_pp_wostw.txt,2664,1188,55,11,242.1818181818182,5.0
38_pp_wostw.txt,2663,1240,60,9,295.8888888888889,6.666666666666667
