file,n_token,n_type,n_sent,n_groups,mean_seq_len,mean_seq_sent_len
000_pp_wostw.txt,7930,3127,803,15,528.6666666666666,53.53333333333333
001_pp_wostw.txt,2573,1294,226,6,428.8333333333333,37.666666666666664
002_pp_wostw.txt,3908,1499,407,5,781.6,81.4
003_pp_wostw.txt,672,427,62,6,112.0,10.333333333333334
004_pp_wostw.txt,3373,1003,308,6,562.1666666666666,51.333333333333336
005_pp_wostw.txt,1787,705,205,4,446.75,51.25
006_pp_wostw.txt,3523,1235,279,3,1174.3333333333333,93.0
007_pp_wostw.txt,1518,728,111,4,379.5,27.75
008_pp_wostw.txt,1872,688,179,4,468.0,44.75
009_pp_wostw.txt,671,378,59,4,167.75,14.75
010_pp_wostw.txt,984,542,83,4,246.0,20.75
011_pp_wostw.txt,2049,824,186,4,512.25,46.5
012_pp_wostw.txt,1388,714,100,4,347.0,25.0
013_pp_wostw.txt,944,544,103,4,236.0,25.75
014_pp_wostw.txt,633,373,41,4,158.25,10.25
015_pp_wostw.txt,1175,602,117,4,293.75,29.25
016_pp_wostw.txt,874,412,88,4,218.5,22.0
017_pp_wostw.txt,2315,914,187,4,578.75,46.75
018_pp_wostw.txt,1566,652,122,4,391.5,30.5
019_pp_wostw.txt,843,433,78,4,210.75,19.5
020_pp_wostw.txt,829,424,80,4,207.25,20.0
021_pp_wostw.txt,1698,698,134,4,424.5,33.5
022_pp_wostw.txt,1955,664,148,4,488.75,37.0
023_pp_wostw.txt,761,423,61,4,190.25,15.25
024_pp_wostw.txt,949,408,66,4,237.25,16.5
025_pp_wostw.txt,3383,931,283,4,845.75,70.75
026_pp_wostw.txt,1563,563,128,4,390.75,32.0
027_pp_wostw.txt,745,290,54,4,186.25,13.5
028_pp_wostw.txt,1593,806,122,4,398.25,30.5
029_pp_wostw.txt,1674,848,139,4,418.5,34.75
030_pp_wostw.txt,2650,1016,206,4,662.5,51.5
031_pp_wostw.txt,1022,496,84,4,255.5,21.0
032_pp_wostw.txt,5184,1274,422,4,1296.0,105.5
033_pp_wostw.txt,1794,763,158,2,897.0,79.0
034_pp_wostw.txt,1809,843,163,3,603.0,54.333333333333336
035_pp_wostw.txt,908,429,87,4,227.0,21.75
036_pp_wostw.txt,1559,792,107,4,389.75,26.75
037_pp_wostw.txt,1347,711,118,4,336.75,29.5
038_pp_wostw.txt,857,467,69,4,214.25,17.25
039_pp_wostw.txt,1185,598,116,4,296.25,29.0
040_pp_wostw.txt,877,518,81,5,175.4,16.2
041_pp_wostw.txt,2341,1107,189,4,585.25,47.25
042_pp_wostw.txt,2123,756,222,4,530.75,55.5
043_pp_wostw.txt,1660,853,127,4,415.0,31.75
044_pp_wostw.txt,1220,614,108,4,305.0,27.0
045_pp_wostw.txt,2308,1045,197,4,577.0,49.25
046_pp_wostw.txt,1556,759,154,4,389.0,38.5
047_pp_wostw.txt,2182,854,212,4,545.5,53.0
048_pp_wostw.txt,1744,741,163,4,436.0,40.75
049_pp_wostw.txt,2219,1055,225,2,1109.5,112.5
050_pp_wostw.txt,2506,1034,212,4,626.5,53.0
051_pp_wostw.txt,1285,635,120,4,321.25,30.0
052_pp_wostw.txt,1167,706,105,4,291.75,26.25
053_pp_wostw.txt,1231,577,126,4,307.75,31.5
054_pp_wostw.txt,2063,845,176,4,515.75,44.0
055_pp_wostw.txt,1221,703,100,4,305.25,25.0
056_pp_wostw.txt,1437,804,120,4,359.25,30.0
057_pp_wostw.txt,2018,957,162,4,504.5,40.5
058_pp_wostw.txt,765,466,97,4,191.25,24.25
059_pp_wostw.txt,1826,761,194,4,456.5,48.5
060_pp_wostw.txt,2215,836,181,4,553.75,45.25
061_pp_wostw.txt,1347,603,149,4,336.75,37.25
062_pp_wostw.txt,1048,530,120,4,262.0,30.0
063_pp_wostw.txt,708,382,75,4,177.0,18.75
064_pp_wostw.txt,671,362,65,4,167.75,16.25
065_pp_wostw.txt,208,122,25,4,52.0,6.25
066_pp_wostw.txt,3885,1469,406,4,971.25,101.5
067_pp_wostw.txt,2950,1129,272,4,737.5,68.0
068_pp_wostw.txt,2364,1240,197,4,591.0,49.25
069_pp_wostw.txt,1458,729,169,4,364.5,42.25
070_pp_wostw.txt,956,484,98,4,239.0,24.5
071_pp_wostw.txt,492,271,49,4,123.0,12.25
072_pp_wostw.txt,1348,606,135,4,337.0,33.75
073_pp_wostw.txt,695,367,64,4,173.75,16.0
074_pp_wostw.txt,4131,1684,426,4,1032.75,106.5
075_pp_wostw.txt,291,185,25,2,145.5,12.5
076_pp_wostw.txt,3327,1203,326,4,831.75,81.5
077_pp_wostw.txt,3243,1215,315,4,810.75,78.75
078_pp_wostw.txt,1242,537,91,4,310.5,22.75
079_pp_wostw.txt,1924,839,150,4,481.0,37.5
080_pp_wostw.txt,1156,495,123,2,578.0,61.5
081_pp_wostw.txt,1008,553,90,4,252.0,22.5
082_pp_wostw.txt,1082,453,106,4,270.5,26.5
083_pp_wostw.txt,1192,641,112,4,298.0,28.0
084_pp_wostw.txt,803,466,61,4,200.75,15.25
085_pp_wostw.txt,1502,712,147,4,375.5,36.75
086_pp_wostw.txt,2396,928,161,4,599.0,40.25
087_pp_wostw.txt,4971,1756,348,4,1242.75,87.0
088_pp_wostw.txt,1506,720,137,4,376.5,34.25
089_pp_wostw.txt,1010,597,99,4,252.5,24.75
090_pp_wostw.txt,1503,721,121,4,375.75,30.25
091_pp_wostw.txt,747,467,59,5,149.4,11.8
092_pp_wostw.txt,1545,696,166,2,772.5,83.0
093_pp_wostw.txt,2374,894,229,4,593.5,57.25
094_pp_wostw.txt,715,380,62,4,178.75,15.5
095_pp_wostw.txt,544,251,48,4,136.0,12.0
096_pp_wostw.txt,597,327,51,4,149.25,12.75
097_pp_wostw.txt,961,558,78,5,192.2,15.6
098_pp_wostw.txt,963,534,59,4,240.75,14.75
099_pp_wostw.txt,513,293,44,4,128.25,11.0
100_pp_wostw.txt,1047,538,93,2,523.5,46.5
101_pp_wostw.txt,876,484,85,4,219.0,21.25
102_pp_wostw.txt,4399,1599,357,4,1099.75,89.25
103_pp_wostw.txt,1044,615,88,4,261.0,22.0
104_pp_wostw.txt,795,485,62,3,265.0,20.666666666666668
105_pp_wostw.txt,4979,2029,404,3,1659.6666666666667,134.66666666666666
106_pp_wostw.txt,816,462,67,4,204.0,16.75
107_pp_wostw.txt,2027,1145,172,4,506.75,43.0
108_pp_wostw.txt,1349,654,133,4,337.25,33.25
109_pp_wostw.txt,1501,846,126,4,375.25,31.5
110_pp_wostw.txt,1198,652,101,2,599.0,50.5
111_pp_wostw.txt,1306,587,114,4,326.5,28.5
112_pp_wostw.txt,325,215,27,3,108.33333333333333,9.0
113_pp_wostw.txt,1434,529,110,4,358.5,27.5
114_pp_wostw.txt,607,358,58,4,151.75,14.5
115_pp_wostw.txt,773,404,54,4,193.25,13.5
116_pp_wostw.txt,1503,663,118,3,501.0,39.333333333333336
117_pp_wostw.txt,2603,1432,248,6,433.8333333333333,41.333333333333336
118_pp_wostw.txt,1574,771,126,4,393.5,31.5
119_pp_wostw.txt,1151,596,99,2,575.5,49.5
120_pp_wostw.txt,761,442,80,4,190.25,20.0
121_pp_wostw.txt,550,335,62,4,137.5,15.5
122_pp_wostw.txt,1111,555,92,4,277.75,23.0
123_pp_wostw.txt,561,328,51,4,140.25,12.75
124_pp_wostw.txt,389,265,34,4,97.25,8.5
125_pp_wostw.txt,322,216,26,4,80.5,6.5
126_pp_wostw.txt,967,469,89,4,241.75,22.25
127_pp_wostw.txt,481,312,44,4,120.25,11.0
128_pp_wostw.txt,299,202,29,4,74.75,7.25
129_pp_wostw.txt,2261,1051,230,4,565.25,57.5
130_pp_wostw.txt,611,378,66,4,152.75,16.5
131_pp_wostw.txt,513,305,52,3,171.0,17.333333333333332
132_pp_wostw.txt,692,406,67,4,173.0,16.75
133_pp_wostw.txt,484,269,45,3,161.33333333333334,15.0
134_pp_wostw.txt,1049,588,102,3,349.6666666666667,34.0
135_pp_wostw.txt,2132,889,190,4,533.0,47.5
136_pp_wostw.txt,1230,651,110,4,307.5,27.5
137_pp_wostw.txt,1911,926,177,4,477.75,44.25
138_pp_wostw.txt,976,610,83,4,244.0,20.75
139_pp_wostw.txt,1766,749,142,4,441.5,35.5
140_pp_wostw.txt,1304,664,106,4,326.0,26.5
141_pp_wostw.txt,1451,728,137,4,362.75,34.25
142_pp_wostw.txt,4005,1287,370,4,1001.25,92.5
143_pp_wostw.txt,1221,601,127,4,305.25,31.75
144_pp_wostw.txt,3861,1215,343,7,551.5714285714286,49.0
145_pp_wostw.txt,660,436,70,2,330.0,35.0
146_pp_wostw.txt,2670,1149,207,4,667.5,51.75
147_pp_wostw.txt,2384,988,176,3,794.6666666666666,58.666666666666664
148_pp_wostw.txt,957,556,99,4,239.25,24.75
149_pp_wostw.txt,1483,689,123,4,370.75,30.75
150_pp_wostw.txt,666,345,60,4,166.5,15.0
151_pp_wostw.txt,817,441,74,4,204.25,18.5
152_pp_wostw.txt,833,364,66,4,208.25,16.5
153_pp_wostw.txt,2078,992,247,4,519.5,61.75
154_pp_wostw.txt,1778,825,145,4,444.5,36.25
155_pp_wostw.txt,1470,631,120,4,367.5,30.0
156_pp_wostw.txt,1160,526,113,4,290.0,28.25
157_pp_wostw.txt,1204,522,131,3,401.3333333333333,43.666666666666664
158_pp_wostw.txt,780,422,95,2,390.0,47.5
159_pp_wostw.txt,751,434,66,4,187.75,16.5
160_pp_wostw.txt,482,293,52,4,120.5,13.0
161_pp_wostw.txt,559,341,48,4,139.75,12.0
162_pp_wostw.txt,442,260,31,4,110.5,7.75
