input_file,n_groups,n_tests,use_prior,chunk_size,mean_nmi,mean_pk,mean_rdm_pk,mean_wd,mean_rdm_wd
corpora/clinical_pp/cl136_pp_wostw.txt,4,20,True,62,0.25256888940688815,0.570027881040892193308550186,0.680297397769516728624535317,0.8111059479553903345724907055,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,20,False,62,0.25310107520147296,0.64776951672862453531598513,0.680297397769516728624535317,0.871979553903345724907063197,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,20,True,124,0.3232917535808419,0.6034851301115241635687732345,0.680297397769516728624535317,0.706877323420074349442379183,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,20,False,124,0.33049327983153753,0.5980018587360594795539033455,0.680297397769516728624535317,0.7074349442379182156133828995,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,20,True,186,0.4109058464463774,0.4151022304832713754646840148,0.680297397769516728624535317,0.4866171003717472118959107806,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,20,False,186,0.41123142128101975,0.4817379182156133828996282528,0.680297397769516728624535317,0.5395910780669144981412639405,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,20,True,248,0.452230456096245,0.4630576208178438661710037174,0.680297397769516728624535317,0.4980483271375464684014869888,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,20,False,248,0.37837523365353565,0.4920539033457249070631970261,0.680297397769516728624535317,0.530762081784386617100371747,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,20,True,310,0.46645960234249284,0.3995817843866171003717472120,0.680297397769516728624535317,0.4539498141263940520446096654,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,20,False,310,0.5594314914036975,0.3630576208178438661710037176,0.680297397769516728624535317,0.4195631970260223048327137548,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,20,True,372,0.4283263384983873,0.3184944237918215613382899628,0.680297397769516728624535317,0.3856412639405204460966542751,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,20,False,372,0.49492261238675417,0.3252788104089219330855018588,0.680297397769516728624535317,0.3837360594795539033457249071,1
