input_file,n_groups,chunk_size,mean_nmi,mean_pk,mean_rdm_pk,mean_wd,mean_rdm_wd
corpora/clinical_pp/cl136_pp_wostw.txt,4,62,0.5282905167774965,0.5362453531598513011152416357,0.6802973977695167286245353160,0.8550185873605947955390334572,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,124,0.4688270378315188,0.4135687732342007434944237918,0.6802973977695167286245353160,0.7332713754646840148698884758,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,186,0.6518596941717602,0.4832713754646840148698884758,0.6802973977695167286245353160,0.6403345724907063197026022305,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,248,0.6184456951508057,0.3791821561338289962825278810,0.6802973977695167286245353160,0.3791821561338289962825278810,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,310,0.6402704874218902,0.3828996282527881040892193309,0.6802973977695167286245353160,0.3828996282527881040892193309,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,372,0.5913095115340784,0.3308550185873605947955390335,0.6802973977695167286245353160,0.3643122676579925650557620818,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,434,0.45269919949738463,0.8122676579925650557620817844,0.6802973977695167286245353160,0.8364312267657992565055762082,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,496,0.49242955725597237,0.4405204460966542750929368030,0.6802973977695167286245353160,0.5836431226765799256505576208,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,558,0.3732325854435734,0.6802973977695167286245353160,0.6802973977695167286245353160,1,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,620,0.19908560254042953,0.6802973977695167286245353160,0.6802973977695167286245353160,1,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,682,0.1719174260121496,0.6802973977695167286245353160,0.6802973977695167286245353160,1,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,744,0.1583962974960215,0.6802973977695167286245353160,0.6802973977695167286245353160,1,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,806,0.2477132897349408,0.6802973977695167286245353160,0.6802973977695167286245353160,1,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,868,0.2549822024397454,0.6802973977695167286245353160,0.6802973977695167286245353160,1,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,930,0.20213920780954048,0.6802973977695167286245353160,0.6802973977695167286245353160,1,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,992,0.30674734505773205,0.6802973977695167286245353160,0.6802973977695167286245353160,1,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,1054,0.3462861536683482,0.6802973977695167286245353160,0.6802973977695167286245353160,1,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,1116,0.24844136838629052,0.6802973977695167286245353160,0.6802973977695167286245353160,1,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,1178,0.1279595764301683,0.6802973977695167286245353160,0.6802973977695167286245353160,1,1
corpora/clinical_pp/cl136_pp_wostw.txt,4,1230,0.011649027132641748,0.6802973977695167286245353160,0.6802973977695167286245353160,1,1
