input_file,n_groups,n_tests,dist_option,exch_mat_opt,exch_range,alpha,beta,kappa,mean_nmi,mean_pk,mean_rdm_pk,mean_wd,mean_rdm_wd,mean_ext_nmi,mean_ext_pk,mean_rdm_ext_pk,mean_ext_wd,mean_rdm_ext_wd
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,1,5,0,1.5699509157008945e-15,0.2727272727272727272727272727,0.7272727272727272727272727273,0.2727272727272727272727272727,1,1.5699509157008945e-15,0.2598102377884502752723439147,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,1,5,0.25,1.5699509157008945e-15,0.2727272727272727272727272727,0.7272727272727272727272727273,0.2727272727272727272727272727,1,1.5699509157008945e-15,0.2598102377884502752723439147,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,1,5,0.5,0.1699804818223698,0.3198653198653198653198653198,0.7272727272727272727272727273,0.3367003367003367003367003367,1,0.1699804818223698,0.2963570340869157783764788567,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,1,5,0.75,0.2721290895403447,0.2457912457912457912457912458,0.7272727272727272727272727273,0.3164983164983164983164983165,1,0.2721290895403447,0.2145562453633204482448947718,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,1,5,1,0.3877236895589249,0.2828282828282828282828282828,0.7272727272727272727272727273,0.367003367003367003367003367,1,0.3877236895589249,0.2341962438014915466010698528,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,1,10,0,0.03209834735131914,0.3198653198653198653198653198,0.7272727272727272727272727273,0.3468013468013468013468013467,1,0.03209834735131914,0.2976455429307719339346374605,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,1,10,0.25,0.13489871579210636,0.2592592592592592592592592592,0.7272727272727272727272727273,0.3030303030303030303030303030,1,0.13489871579210636,0.2459880520089024247393698020,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,1,10,0.5,0.26683112463651026,0.2962962962962962962962962963,0.7272727272727272727272727273,0.4006734006734006734006734007,1,0.26683112463651026,0.2818710710241693022529381906,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,1,10,0.75,0.4241329082741599,0.2693602693602693602693602693,0.7272727272727272727272727273,0.393939393939393939393939394,1,0.4241329082741599,0.2340010151887860684861973371,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,1,10,1,0.4690374049859947,0.2188552188552188552188552188,0.7272727272727272727272727273,0.3063973063973063973063973064,1,0.4690374049859947,0.1887860684861973370817226973,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,1,50,0,0.024692529919997305,0.3737373737373737373737373737,0.7272727272727272727272727273,0.6464646464646464646464646467,1,0.024692529919997305,0.3319667330443949865292257233,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,1,50,0.25,0.024692529919997305,0.3737373737373737373737373737,0.7272727272727272727272727273,0.6464646464646464646464646467,1,0.024692529919997305,0.3319667330443949865292257233,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,1,50,0.5,0.024692529919997305,0.3737373737373737373737373737,0.7272727272727272727272727273,0.6464646464646464646464646467,1,0.024692529919997305,0.3319667330443949865292257233,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,1,50,0.75,0.024692529919997305,0.3737373737373737373737373737,0.7272727272727272727272727273,0.6464646464646464646464646467,1,0.024692529919997305,0.3319667330443949865292257233,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,1,50,1,0.024692529919997305,0.3737373737373737373737373737,0.7272727272727272727272727273,0.6464646464646464646464646467,1,0.024692529919997305,0.3319667330443949865292257233,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,1,100,0,0.012809353872172002,0.7272727272727272727272727273,0.7272727272727272727272727273,1,1,0.012809353872172002,0.7401897622115497247276560853,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,1,100,0.25,0.012809353872172002,0.7272727272727272727272727273,0.7272727272727272727272727273,1,1,0.012809353872172002,0.7401897622115497247276560853,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,1,100,0.5,0.012809353872172002,0.7272727272727272727272727273,0.7272727272727272727272727273,1,1,0.012809353872172002,0.7401897622115497247276560853,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,1,100,0.75,0.012809353872172002,0.7272727272727272727272727273,0.7272727272727272727272727273,1,1,0.012809353872172002,0.7401897622115497247276560853,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,1,100,1,0.012809353872172002,0.7272727272727272727272727273,0.7272727272727272727272727273,1,1,0.012809353872172002,0.7401897622115497247276560853,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,1,200,0,0.011733254903101654,0.7272727272727272727272727273,0.7272727272727272727272727273,1,1,0.011733254903101654,0.7401897622115497247276560853,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,1,200,0.25,0.011733254903101654,0.7272727272727272727272727273,0.7272727272727272727272727273,1,1,0.011733254903101654,0.7401897622115497247276560853,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,1,200,0.5,0.011733254903101654,0.7272727272727272727272727273,0.7272727272727272727272727273,1,1,0.011733254903101654,0.7401897622115497247276560853,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,1,200,0.75,0.011733254903101654,0.7272727272727272727272727273,0.7272727272727272727272727273,1,1,0.011733254903101654,0.7401897622115497247276560853,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,1,200,1,0.011733254903101654,0.7272727272727272727272727273,0.7272727272727272727272727273,1,1,0.011733254903101654,0.7401897622115497247276560853,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,2,5,0,0.3877236895589249,0.2828282828282828282828282828,0.7272727272727272727272727273,0.367003367003367003367003367,1,0.3877236895589249,0.2341962438014915466010698528,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,2,5,0.25,0.4179549235228843,0.2390572390572390572390572390,0.7272727272727272727272727273,0.3030303030303030303030303030,1,0.4179549235228843,0.1972589902776150872671898793,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,2,5,0.5,0.4418465944982903,0.2255892255892255892255892256,0.7272727272727272727272727273,0.2895622895622895622895622895,1,0.4418465944982903,0.1845300847292179141775018547,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,2,5,0.75,0.4279556390783183,0.3636363636363636363636363637,0.7272727272727272727272727273,0.3905723905723905723905723907,1,0.4279556390783183,0.3603920190543126000546640117,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,2,5,1,0.16609633935506285,0.4478114478114478114478114477,0.7272727272727272727272727273,0.4478114478114478114478114477,1,0.16609633935506285,0.4288391706688532271289680217,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,2,10,0,0.4690374049859947,0.2188552188552188552188552188,0.7272727272727272727272727273,0.3063973063973063973063973064,1,0.4690374049859947,0.1887860684861973370817226973,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,2,10,0.25,0.47752660483898657,0.2053872053872053872053872054,0.7272727272727272727272727273,0.3063973063973063973063973064,1,0.47752660483898657,0.1716059505681152629729413143,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,2,10,0.5,0.6736714758955696,0.2121212121212121212121212121,0.7272727272727272727272727273,0.2121212121212121212121212121,1,0.6736714758955696,0.1890593885439850064425442193,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,2,10,0.75,0.5994598518862262,0.2996632996632996632996632996,0.7272727272727272727272727273,0.3131313131313131313131313131,1,0.5994598518862262,0.2853461403303268126976689704,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,2,10,1,0.31363328841239363,0.2861952861952861952861952862,0.7272727272727272727272727273,0.340067340067340067340067340,1,0.31363328841239363,0.2746476123540666120026551091,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,2,50,0,0.024692529919997305,0.3737373737373737373737373737,0.7272727272727272727272727273,0.6464646464646464646464646467,1,0.024692529919997305,0.3319667330443949865292257233,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,2,50,0.25,0.12917275798749472,0.3905723905723905723905723907,0.7272727272727272727272727273,0.6195286195286195286195286193,1,0.12917275798749472,0.353441880441997579165202452,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,2,50,0.5,0.13440796042941736,0.3905723905723905723905723907,0.7272727272727272727272727273,0.6195286195286195286195286193,1,0.13440796042941736,0.353441880441997579165202452,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,2,50,0.75,0.43101004595958853,0.350168350168350168350168350,0.7272727272727272727272727273,0.484848484848484848484848485,1,0.43101004595958853,0.3219710280738745070477529187,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,2,50,1,0.5124230758935756,0.350168350168350168350168350,0.7272727272727272727272727273,0.3905723905723905723905723907,1,0.5124230758935756,0.3364569911366209831712935847,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,2,100,0,0.011447658424736431,0.7272727272727272727272727273,0.7272727272727272727272727273,1,1,0.011447658424736431,0.7401897622115497247276560853,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,2,100,0.25,0.011447658424736431,0.7272727272727272727272727273,0.7272727272727272727272727273,1,1,0.011447658424736431,0.7401897622115497247276560853,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,2,100,0.5,0.1083199749443224,0.717171717171717171717171717,0.7272727272727272727272727273,0.9595959595959595959595959597,1,0.1083199749443224,0.7063761664909609152317363633,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,2,100,0.75,0.10276327676250731,0.5723905723905723905723905723,0.7272727272727272727272727273,0.808080808080808080808080808,1,0.10276327676250731,0.566709616961461871851938620,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,2,100,1,0.11593909085518352,0.5723905723905723905723905723,0.7272727272727272727272727273,0.8047138047138047138047138047,1,0.11593909085518352,0.566709616961461871851938620,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,2,200,0,0.011733254903101653,0.7272727272727272727272727273,0.7272727272727272727272727273,1,1,0.011733254903101653,0.7401897622115497247276560853,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,2,200,0.25,0.013059848962256917,0.7272727272727272727272727273,0.7272727272727272727272727273,1,1,0.013059848962256917,0.7401897622115497247276560853,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,2,200,0.5,0.012809353872172002,0.7272727272727272727272727273,0.7272727272727272727272727273,1,1,0.012809353872172002,0.7401897622115497247276560853,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,2,200,0.75,0.012809353872172002,0.7272727272727272727272727273,0.7272727272727272727272727273,1,1,0.012809353872172002,0.7401897622115497247276560853,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,2,200,1,0.012809353872172002,0.7272727272727272727272727273,0.7272727272727272727272727273,1,1,0.012809353872172002,0.7401897622115497247276560853,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,5,5,0,0.3661095905845402,0.3198653198653198653198653198,0.7272727272727272727272727273,0.3468013468013468013468013467,1,0.3661095905845402,0.2948732966303541447034477373,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,5,5,0.25,0.30933486276628047,0.3164983164983164983164983165,0.7272727272727272727272727273,0.3703703703703703703703703703,1,0.30933486276628047,0.2986997774393815157549490453,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,5,5,0.5,0.3213920050834856,0.3097643097643097643097643097,0.7272727272727272727272727273,0.3636363636363636363636363637,1,0.3213920050834856,0.2981531373238061770333060013,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,5,5,0.75,0.32972521870214727,0.3097643097643097643097643097,0.7272727272727272727272727273,0.3602693602693602693602693603,1,0.32972521870214727,0.2955761196360938659169887939,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,5,5,1,0.24501215084881103,0.367003367003367003367003367,0.7272727272727272727272727273,0.420875420875420875420875421,1,0.24501215084881103,0.3587911444301276795127093827,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,5,10,0,0.4166287107780833,0.2760942760942760942760942761,0.7272727272727272727272727273,0.3030303030303030303030303030,1,0.4166287107780833,0.2542266994650736011869899653,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,5,10,0.25,0.4166287107780833,0.2760942760942760942760942761,0.7272727272727272727272727273,0.3030303030303030303030303030,1,0.4166287107780833,0.2542266994650736011869899653,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,5,10,0.5,0.35817368986359854,0.2592592592592592592592592592,0.7272727272727272727272727273,0.3131313131313131313131313131,1,0.35817368986359854,0.2398188278474093163093983054,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,5,10,0.75,0.3207293279909982,0.2861952861952861952861952862,0.7272727272727272727272727273,0.340067340067340067340067340,1,0.3207293279909982,0.2660575533950255749482644176,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,5,10,1,0.35360882558343953,0.2525252525252525252525252525,0.7272727272727272727272727273,0.3063973063973063973063973064,1,0.35360882558343953,0.2394283706219983600796532740,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,5,50,0,0.5928994673285417,0.2255892255892255892255892256,0.7272727272727272727272727273,0.2255892255892255892255892256,1,0.5928994673285417,0.2002264651907383546132521182,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,5,50,0.25,0.5905218480350827,0.2457912457912457912457912458,0.7272727272727272727272727273,0.2457912457912457912457912458,1,0.5905218480350827,0.2215454296981765647573308344,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,5,50,0.5,0.65095760013154,0.1986531986531986531986531986,0.7272727272727272727272727273,0.1986531986531986531986531986,1,0.65095760013154,0.1703955331693412986607317169,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,5,50,0.75,0.6083163152797232,0.2457912457912457912457912458,0.7272727272727272727272727273,0.2457912457912457912457912458,1,0.6083163152797232,0.2242786302760532583655460544,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,5,50,1,0.4927785694267042,0.2895622895622895622895622895,0.7272727272727272727272727273,0.3164983164983164983164983165,1,0.4927785694267042,0.2798016477294912342352895240,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,5,100,0,0.15946957527782873,0.4882154882154882154882154883,0.7272727272727272727272727273,0.7171717171717171717171717173,1,0.15946957527782873,0.465737378470188590839873492,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,5,100,0.25,0.25969602519098417,0.505050505050505050505050505,0.7272727272727272727272727273,0.6902356902356902356902356903,1,0.25969602519098417,0.4872125258677911834758502207,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,5,100,0.5,0.5875305234329247,0.2760942760942760942760942761,0.7272727272727272727272727273,0.3973063973063973063973063973,1,0.5875305234329247,0.2533286478466284018585763929,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,5,100,0.75,0.6544267651230555,0.2188552188552188552188552188,0.7272727272727272727272727273,0.2929292929292929292929292929,1,0.6544267651230555,0.1978837218382726172347819296,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,5,100,1,0.7104090943542142,0.1717171717171717171717171717,0.7272727272727272727272727273,0.1717171717171717171717171717,1,0.7104090943542142,0.1546210612627386669790324470,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,5,200,0,0.011733254903101653,0.7272727272727272727272727273,0.7272727272727272727272727273,1,1,0.011733254903101653,0.7401897622115497247276560853,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,5,200,0.25,0.12249958899876144,0.7003367003367003367003367003,0.7272727272727272727272727273,0.9225589225589225589225589227,1,0.12249958899876144,0.6873999453359884424661278357,0.7401897622115497247276560853,1.0,1.0
corpora/clinical_pp/cl156_pp_wostw.txt,2,3,max_minus,u,5,5,200,0.5,0.10964696954179241,0.6397306397306397306397306397,0.7272727272727272727272727273,0.872053872053872053872053872,1,0.10964696954179241,0.6469485767834133770645425793,0.7401897622115497247276560853,1.0,1.0
