file,nmi,pk,pk_rdm,wd,wd_rdm
corpora/clinical_pp/cl000_pp_wostw.txt,0.3416058043738942,0.5482378554905429310110219077,0.5482378554905429310110219077,1,1
corpora/clinical_pp/cl001_pp_wostw.txt,0.3405834986944873,0.6283034953111679454390451833,0.6283034953111679454390451833,1,1
corpora/clinical_pp/cl000_pp_wostw.txt,0.36246161621525036,0.5482378554905429310110219077,0.5482378554905429310110219077,0.9979589059736018505919172677,1
corpora/clinical_pp/cl001_pp_wostw.txt,0.34489793428011545,0.6283034953111679454390451833,0.6283034953111679454390451833,1,1
corpora/clinical_pp/cl002_pp_wostw.txt,0.2929739320244689,0.7206050228310502283105022831,0.7206050228310502283105022831,1.0,1.0
corpora/clinical_pp/cl003_pp_wostw.txt,0.6351735125234421,0.6221498371335504885993485342,0.6221498371335504885993485342,0.7345276872964169381107491857,1
corpora/clinical_pp/cl002_pp_wostw.txt,0.30623533129910757,0.7206050228310502283105022831,0.7206050228310502283105022831,1.0,1.0
corpora/clinical_pp/cl003_pp_wostw.txt,0.645477611702024,0.6221498371335504885993485342,0.6221498371335504885993485342,0.7312703583061889250814332248,1
corpora/clinical_pp/cl004_pp_wostw.txt,0.30096013913199665,0.6130913804277381723914452366,0.6130913804277381723914452366,1.0,1.0
corpora/clinical_pp/cl005_pp_wostw.txt,0.39958233986876873,0.6366559485530546623794212219,0.6366559485530546623794212219,1,1
corpora/clinical_pp/cl004_pp_wostw.txt,0.3632079648433108,0.6130913804277381723914452366,0.6130913804277381723914452366,1.0,1.0
corpora/clinical_pp/cl005_pp_wostw.txt,0.35568891709983647,0.6366559485530546623794212219,0.6366559485530546623794212219,1,1
corpora/clinical_pp/cl006_pp_wostw.txt,0.08405312585656655,0.8798767967145790554414784394,0.8798767967145790554414784394,1.0,1.0
corpora/clinical_pp/cl007_pp_wostw.txt,0.48920915649058344,0.6931216931216931216931216931,0.6931216931216931216931216931,1,1
corpora/clinical_pp/cl008_pp_wostw.txt,0.37027866579309676,0.7054500918554807103490508267,0.7054500918554807103490508267,1,1
corpora/clinical_pp/cl009_pp_wostw.txt,0.4881668132658749,0.6592465753424657534246575342,0.6592465753424657534246575342,0.9606164383561643835616438356,1
corpora/clinical_pp/cl006_pp_wostw.txt,0.09339310622268425,0.8798767967145790554414784394,0.8798767967145790554414784394,1.0,1.0
corpora/clinical_pp/cl010_pp_wostw.txt,0.5519798904305336,0.5889281507656065959952885748,0.5889281507656065959952885748,1,1
corpora/clinical_pp/cl007_pp_wostw.txt,0.38120319531827485,0.6931216931216931216931216931,0.6931216931216931216931216931,1,1
corpora/clinical_pp/cl011_pp_wostw.txt,0.40957027863144463,0.6554433221099887766554433221,0.6554433221099887766554433221,1,1
corpora/clinical_pp/cl008_pp_wostw.txt,0.36481609538536963,0.7054500918554807103490508267,0.7054500918554807103490508267,1,1
corpora/clinical_pp/cl012_pp_wostw.txt,0.3736938065268201,0.6892797319932998324958123953,0.6892797319932998324958123953,1,1
corpora/clinical_pp/cl009_pp_wostw.txt,0.47582218021696143,0.6592465753424657534246575342,0.6592465753424657534246575342,0.9606164383561643835616438356,1
corpora/clinical_pp/cl013_pp_wostw.txt,0.3308896853667238,0.7335766423357664233576642336,0.7335766423357664233576642336,0.9975669099756690997566909976,1
corpora/clinical_pp/cl010_pp_wostw.txt,0.5079803596178677,0.5889281507656065959952885748,0.5889281507656065959952885748,0.9681978798586572438162544170,1
corpora/clinical_pp/cl014_pp_wostw.txt,0.44740639254461745,0.6806569343065693430656934307,0.6806569343065693430656934307,0.9835766423357664233576642336,1
corpora/clinical_pp/cl015_pp_wostw.txt,0.48106955525465117,0.6268509378084896347482724580,0.6268509378084896347482724580,1,1
corpora/clinical_pp/cl016_pp_wostw.txt,0.42428567342141693,0.7040951122853368560105680317,0.7040951122853368560105680317,0.9762219286657859973579920740,1
corpora/clinical_pp/cl011_pp_wostw.txt,0.26432043088375556,0.6554433221099887766554433221,0.6554433221099887766554433221,1,1
corpora/clinical_pp/cl012_pp_wostw.txt,0.4313813885424534,0.6892797319932998324958123953,0.6892797319932998324958123953,1,1
