token,id,G1,G2,G3,G4
duty,1,4.926600987521465e-07,0.9999969629271117,2.5444095543262833e-06,3.2353087208130908e-12
sidelight,2,2.5684930510717314e-09,0.9968625305706441,0.003137466293451665,5.674111976509235e-10
relativity,3,1.6573685641473347e-17,2.901161442843806e-13,0.9999999999997099,3.8010350488450213e-23
civil,4,1.1955851275006858e-11,0.9999994312654827,5.687219089316048e-07,6.523989317105189e-13
ether,5,5.418358944536816e-15,1.6346738724459457e-09,0.9999999983653206,9.366846756038015e-17
disobedience,6,0.15005620242076623,0.002338518399644578,0.8476052791794146,1.7471015241055744e-13
metamorphosis,7,5.2392300358455714e-08,1.993402946675363e-05,0.9999800135782144,1.8462055968798873e-14
theory,8,3.8047716434426444e-18,7.325761195058401e-17,1.0,1.3866067430758377e-21
gregor,9,1.2210549030351444e-05,0.9999877219999381,6.745102389069837e-08,7.67775040145955e-15
heartily,10,0.9999999998709106,1.2908880324287228e-10,4.665834099176657e-16,1.0397395971154126e-16
lecture,11,2.9736961599218625e-09,0.4638620060696211,0.5361379909566825,1.539874974197151e-16
samsa,12,1.4673987275790636e-06,0.9999950992249772,3.433367143861359e-06,9.151352479688392e-12
accept,13,0.9999999999598269,5.1926268421146016e-12,2.5195115628713422e-11,9.785401267864874e-12
relativity,14,3.2837966069410354e-17,2.634388855366473e-13,0.9999999999997365,6.228537746891032e-23
government,15,2.3644292728191344e-10,0.9999997507404981,2.484014909098832e-07,6.215681758967837e-10
is,16,1.0007133896351417e-20,1.0459597605382857e-11,2.811351918998706e-13,0.9999999999892594
best,17,0.00011827353828745192,0.9998808104841446,4.7834966767490856e-08,8.681426012220735e-07
governs,18,2.0912640628385628e-13,2.995076961938171e-07,0.9999996883700097,1.2122085038991105e-08
inaugural,19,2.949252533932215e-17,0.9999999999998339,1.6613326493349666e-13,2.3635679131151146e-25
stated,20,0.9999999927498887,6.8067248735038624e-09,4.429474141127192e-10,4.3899249833692113e-13
address,21,0.0008476329084076471,0.008694508950969836,0.9904570787233542,7.794172683037573e-07
holding,22,2.8065365975871e-09,0.9999999960045478,5.194393006469389e-10,6.694761616722225e-10
woke,23,0.9999940525522293,5.947447770677986e-06,1.4746372487408908e-20,7.5961017938069e-20
like,24,0.9926330400450986,5.268777872393898e-07,2.9687459789560265e-07,0.0073661362025162665
delivered,25,5.355206231792235e-06,0.9999945390348394,1.05754180053704e-07,4.748863120981261e-12
see,26,0.9658689263142771,3.938058225001098e-06,5.707205626494586e-06,0.03412142842187144
may,27,6.707220885626097e-07,0.04221947142882071,1.7590691911394786e-05,0.9577622671571794
university,28,4.870737292796194e-17,0.9999999950255717,4.974427498910256e-09,9.013395429424731e-16
acted,29,0.0003290086175884175,0.9996709798599094,1.1367006328706488e-08,1.55495775692238e-10
more,30,1.5908921590812175e-07,1.3602706538156045e-05,2.6482851153731045e-06,0.9999835899191306
professorship,31,2.2075319872023245e-10,0.25895379313290895,0.7410462066463349,2.9505396707303346e-15
troubled,32,0.9710876453157714,0.02891234133992289,1.3343194272346285e-08,1.111353842026823e-12
direct,33,9.937512209411455e-10,2.0523807917595536e-05,0.9999794648955372,1.0302793935136239e-08
practical,34,1.7129363344992781e-10,7.979802126063245e-12,0.9999999998207123,1.438165911492563e-14
rapidly,35,8.538700596887394e-09,0.024452514870018052,0.9755319750967317,1.5501494549594713e-05
chiefly,36,1.1290806819175919e-13,0.0039014147879706403,0.004730513488945025,0.9913680717229714
carried,37,7.889037793236723e-07,0.999990128536783,8.367846584410937e-06,7.147128531993713e-07
leyden,38,7.102802717864244e-13,0.9999999430596013,5.693080495041582e-08,8.883602872485863e-12
natural,39,5.723851792304479e-15,2.8672015991741604e-06,0.9999971326688765,1.2951860090569595e-10
history,40,4.595541048658927e-13,0.9999976708871244,2.3290914320024997e-06,2.0984148146442067e-11
found,41,0.003474445413302053,0.007589913337781544,3.905601587416446e-05,0.9888965852330421
having,42,8.99971627077085e-11,1.5998020437986368e-05,4.3344935776983786e-10,0.9999840014561155
finally,43,0.002557011714885137,0.9974373065698184,9.244566917701245e-11,5.6816228507033826e-06
doe,44,9.630368058932574e-10,0.9999999961379531,2.898511179512353e-09,4.988801944552256e-13
come,45,0.9999999987146997,1.271767960810261e-09,4.089254593099511e-15,1.3528287070666753e-11
amount,46,3.56486545127582e-11,1.1087247817306215e-08,0.9999635162946918,3.6472582411718814e-05
also,47,9.405474114469096e-13,3.083140029504463e-07,3.5056218900340065e-12,0.9999996916815508
government,48,1.9730805047769467e-10,0.9999998186568878,1.802538923009588e-07,8.919117905611054e-10
is,49,7.264854432404547e-21,1.0597838434781405e-11,1.559506804930261e-13,0.9999999999892462
transformed,50,9.85800885928771e-08,0.9993758967426596,0.000623975605044635,2.9072207080469834e-08
bed,51,7.060509450831143e-08,0.9999999285465381,7.641547157135704e-10,8.421260338153223e-11
best,52,4.9714696964997006e-05,0.9999499896834182,1.251421943809222e-08,2.831053974078552e-07
course,53,3.127828350205016e-11,0.9999141454744551,8.584790644891e-05,6.587817664120079e-09
past,54,6.650524493078051e-06,0.9999621335466066,4.251144314391489e-09,3.12116777560734e-05
horrible,55,0.9999999992623331,7.254990093930832e-10,1.2167887501912873e-11,4.3444974063624844e-20
lay,56,0.012743981464691466,0.9872494336103427,4.39998095402695e-09,6.580524984893025e-06
idea,57,0.0016814291064717222,1.3808847868298514e-08,0.9983185570833617,1.3187238360314776e-12
governs,58,1.1099627660200131e-13,1.0630510787998622e-07,0.9999998846019591,9.092822091256989e-09
not,59,0.002138194924964006,3.655419610814114e-12,5.318248737838048e-10,0.9978618045395556
ponderable,60,2.2696379773296297e-07,4.966919279044515e-11,0.9999995011213045,2.718652284312618e-07
lifted,61,3.238270423978758e-05,0.9999676086251698,8.670589740008402e-09,7.286814549063916e-16
is,62,7.915273729343963e-21,1.1729032478376825e-11,2.0871172345265573e-13,0.9999999999880622
year,63,3.265461116818727e-11,0.9999999999667575,3.440244580147293e-14,5.535918164918831e-13
head,64,9.860213963783459e-13,0.9999999999982356,7.781234104433283e-13,1.4310488249130942e-16
laid,65,7.120002649047475e-10,0.9999999992378298,5.016650436087715e-11,3.3446589183317805e-15
men,66,1.2212243080975664e-05,0.9999877338837614,2.443068772335344e-10,5.362885086906104e-08
are,67,1.5152028171577477e-22,1.2192571555343369e-18,2.52780828680282e-16,0.9999999999999998
derived,68,1.0308877830809378e-16,2.737178036128595e-10,0.9999997037781998,2.959480823819013e-07
abstraction,69,1.9795733242260002e-17,4.75235228556449e-12,0.9999999999952477,1.0650926253670106e-18
little,70,0.0017512939422724106,0.9982472389248838,6.385872492239365e-09,1.460746971325746e-06
prepared,71,0.9039807705376842,0.09576976660501502,0.00024940892899094467,5.3928309658876934e-08
everyday,72,0.17852542693936935,0.0002448900381807934,0.821229682609989,4.124607924595887e-10
physicist,73,1.4870234594597444e-13,0.04917060313631046,0.9508293968635407,1.61981946467338e-16
set,74,2.161382593373729e-05,0.9998309300848695,0.00014745601854617403,7.06506068619011e-11
idea,75,0.0010453389211527737,8.170729591476882e-09,0.9989546529073297,7.880024002802535e-13
existence,76,1.542672094121669e-11,3.2206983538524296e-06,0.9999966481502179,1.3113600141995075e-07
kind,77,0.34057566262426436,1.1623822880689738e-07,0.6594240424114581,1.7872604869172832e-07
be,78,2.4638971091864603e-12,7.353110643040851e-17,1.1646162024091532e-12,0.9999999999963715
foundational,79,7.308774092682926e-16,8.916971203831326e-13,0.9999999999990684,3.9118795177737926e-14
see,80,0.9698584692446542,2.6744574219950647e-06,1.1854606191908667e-05,0.0301270016917318
kind,81,0.5982260400986015,2.277549390001169e-07,0.4017735697205745,1.624258850326062e-07
brown,82,3.080866092491187e-09,0.9999999968886131,2.5292828278649727e-11,5.228043354324954e-12
government,83,2.1746160815371313e-10,0.9999997419587852,2.5732872186851837e-07,4.950312674808468e-10
explanation,84,1.737872304202242e-08,1.2686147338476286e-13,0.9999999826207029,4.473179841485789e-13
